word,n_ratings,n,prop_known,rating,rating_sd
but,10,10,1,3.4,1.897366596
butch,11,11,1,4.181818182,1.834021909
butcher,10,10,1,4.1,2.024845673
butler,11,11,1,2.545454545,1.507556723
butt,10,10,1,4,1.943650632
butter,12,12,1,3.5,2.195035721
buttercup,10,10,1,4.7,2.002775851
butterfly,11,11,1,4.727272727,1.793929156
buttermilk,12,12,1,4.416666667,2.065224326
butterscotch,10,10,1,2.7,2.213594362
buttery,10,10,1,4.5,1.840893503
buttock,11,11,1,4.181818182,2.676497032
button,10,10,1,4.4,1.349897115
buttons,10,10,1,2.5,1.715938357
buy,11,11,1,3.272727273,2.195035721
buyer,10,10,1,3.1,2.233582076
buzz,11,11,1,6.727272727,0.646669791
buzzard,10,12,0.833333333,4.2,2.250925735
buzzer,10,10,1,5.3,1.766981104
by,10,10,1,3,2.666666667
bye,10,10,1,3.7,1.82878223
bypass,12,12,1,3.666666667,1.66969422
cab,11,11,1,3,1.673320053
cabana,11,11,1,3,2.049390153
cabbage,10,10,1,3.6,1.349897115
cabin,11,11,1,3.545454545,1.572490786
cabinet,11,11,1,3.363636364,2.062654953
cable,10,10,1,2.6,1.505545305
caboose,10,12,0.833333333,4.7,2.110818693
cache,11,11,1,3.090909091,1.513574937
cackle,10,10,1,5.3,2.057506582
cactus,10,10,1,4.1,1.523883927
cadaver,11,11,1,2.545454545,1.752919642
caddie,12,12,1,2.833333333,1.696699113
caddy,10,10,1,2.8,1.398411798
cadet,11,11,1,2.363636364,1.361816968
Cadillac,11,11,1,4.181818182,2.182575626
cafe,10,10,1,3.7,2.002775851
cafeteria,11,11,1,3.363636364,2.540579748
caffeine,11,11,1,3.909090909,1.700267359
cage,11,11,1,4.363636364,1.963299634
cagey,10,10,1,4.6,1.505545305
cahoot,11,11,1,4.818181818,1.990888335
cake,10,10,1,4.3,2.311805451
calamari,9,9,1,3.111111111,2.522124325
calamity,10,10,1,3.7,1.82878223
calcify,14,16,0.875,4.357142857,2.09787962
calcium,11,11,1,2.818181818,2.182575626
calculate,12,12,1,4.5,1.566698904
calculated,12,12,1,3.583333333,1.676486224
calculating,13,13,1,4.153846154,1.863963244
calculator,10,10,1,4.5,2.068278941
calculus,13,14,0.928571429,3.461538462,1.983909634
calendar,10,10,1,2.2,1.398411798
calender,10,10,1,2.1,1.595131482
calf,12,12,1,2.166666667,1.585922922
calibrate,10,10,1,3.3,1.494434118
caliper,11,13,0.846153846,3.727272727,2.195035721
call,13,13,1,5.384615385,1.894661867
caller,10,11,0.909090909,3.9,2.330951165
calligraphy,10,10,1,3.4,2.011080417
calling,10,10,1,3.6,1.837873167
callous,10,11,0.909090909,4.6,2.011080417
callus,10,12,0.833333333,3.6,1.897366596
calm,12,12,1,4.75,1.658312395
calorie,10,10,1,2.6,1.712697677
calve,10,12,0.833333333,2.5,1.509230856
calves,10,10,1,2.6,1.577621275
calzone,10,10,1,3,1.56347192
camcorder,10,10,1,2.6,2.170509413
came,13,13,1,2.846153846,2.115268062
camel,10,10,1,2.7,1.702938637
cameo,13,15,0.866666667,3.846153846,2.2303271
camera,10,10,1,2.3,1.567021236
camisole,11,12,0.916666667,2.363636364,1.361816968
camouflage,10,10,1,3,2.449489743
camp,10,10,1,3.7,1.702938637
campaign,11,11,1,3.545454545,2.018099916
camper,10,10,1,4.6,2.366431913
campfire,11,11,1,5.090909091,2.256304299
campus,10,10,1,4.3,2.057506582
can,10,10,1,2.6,2.118699811
canal,10,10,1,4.3,1.418136492
canary,10,10,1,2.7,1.766981104
cancan,14,16,0.875,4.857142857,1.915810447
cancel,10,10,1,4,2.211083194
cancellation,10,11,0.909090909,3.4,2.67498702
cancer,12,12,1,2.833333333,2.167249339
candid,10,11,0.909090909,2.8,1.686548085
candidate,11,11,1,2.636363636,1.361816968
candle,10,10,1,3.2,1.87379591
candlelight,11,11,1,4.636363636,1.747725795
candlestick,10,10,1,4.3,2.162817093
candy,10,10,1,4.1,2.282785822
cane,10,10,1,2.8,1.686548085
canine,10,10,1,3.2,2.201009869
canister,10,10,1,3.9,2.378141198
canker,10,11,0.909090909,3.3,2.213594362
cannabis,11,11,1,2.454545455,1.752919642
canned,12,12,1,4.083333333,2.020725942
cannibal,10,10,1,2.9,1.728840331
cannibalism,10,10,1,3.3,2.668749187
cannon,10,10,1,3.7,1.33749351
cannonball,10,10,1,4,2.581988897
cannot,10,10,1,2.8,1.619327707
canoe,10,10,1,3,1.825741858
canon,11,11,1,3.909090909,1.921173884
canonize,12,14,0.857142857,2.083333333,1.505042031
canopy,11,11,1,3.454545455,1.634847783
cantaloupe,10,10,1,1.8,0.788810638
canteen,12,12,1,2.833333333,2.037526724
canvas,10,10,1,3.8,2.347575582
canvass,11,11,1,2.363636364,1.026910636
canyon,16,16,1,4.4375,1.787689384
cap,11,11,1,4.909090909,1.640399065
capability,11,11,1,4.181818182,1.721521526
capable,10,10,1,3.7,1.888562063
capacity,10,10,1,3.9,1.728840331
cape,10,10,1,5,1.56347192
caper,10,12,0.833333333,3,2.160246899
capital,10,10,1,3.3,1.494434118
capitalism,13,13,1,4.384615385,1.850155919
capitalistic,10,10,1,2.1,1.595131482
cappuccino,10,10,1,2.9,1.728840331
capsize,11,11,1,3.909090909,1.972538743
capsule,10,10,1,4.2,1.549193338
captain,10,10,1,3.5,2.068278941
caption,10,10,1,3.2,1.619327707
captivate,10,10,1,3.6,1.95505044
captive,11,11,1,3.909090909,1.445997611
captivity,10,10,1,3.7,2.002775851
capture,12,12,1,4.083333333,1.676486224
car,10,10,1,3.1,2.469817807
caramel,10,10,1,3.6,1.577621275
caramelize,13,14,0.928571429,3.846153846,2.075498087
caravan,10,11,0.909090909,4.3,2.002775851
carbon,11,11,1,2.636363636,1.858640755
carbonate,10,11,0.909090909,3.4,1.837873167
carbonize,10,10,1,3.7,1.567021236
carburetor,11,12,0.916666667,3.909090909,2.071450963
carcass,10,10,1,3,1.825741858
card,10,10,1,3.6,2.170509413
cardboard,10,10,1,2.9,1.595131482
cardiac,10,11,0.909090909,3.3,1.766981104
cardigan,10,10,1,3.6,1.837873167
cardinal,10,10,1,2.9,1.595131482
cardiovascular,11,11,1,3.363636364,1.747725795
care,10,10,1,3.5,1.433720878
career,10,10,1,2.7,1.567021236
carefree,10,10,1,3.6,2.011080417
careful,10,10,1,3.4,1.712697677
careless,11,11,1,5.181818182,1.778661397
caress,11,11,1,3.454545455,1.439696938
cargo,10,10,1,3.6,2.011080417
caribou,10,10,1,3.2,1.686548085
carnage,10,10,1,3.8,2.201009869
carnival,11,11,1,4.454545455,1.863525496
carnivore,10,10,1,5.1,1.370320319
carol,10,10,1,3,1.763834207
carousal,10,10,1,3.5,1.900292375
carousel,11,11,1,4,2.049390153
carp,11,11,1,3.181818182,1.887759615
carpenter,10,10,1,3.5,2.273030283
carpentry,11,11,1,3.454545455,1.572490786
carpet,11,11,1,4.363636364,2.460598597
carpeting,11,11,1,3.636363636,1.566698904
carport,11,11,1,4.181818182,2.040499048
carriage,10,10,1,3,1.763834207
carrier,11,11,1,4.363636364,2.062654953
carrot,11,11,1,3.454545455,2.161649202
carry,10,10,1,2.9,2.078995484
carrying,11,11,1,2.636363636,1.501514387
cart,12,12,1,3.166666667,1.94624736
cartel,13,14,0.928571429,3.538461538,1.761409692
cartilage,10,11,0.909090909,2.9,1.663329993
carton,10,10,1,3.8,1.751190072
cartoon,10,10,1,2.5,1.649915823
cartridge,12,12,1,3.583333333,1.880924982
cartwheel,10,10,1,4.5,2.549509757
carve,10,10,1,4.2,1.686548085
cascade,10,10,1,4.1,1.91195072
case,11,11,1,2.090909091,1.445997611
cash,12,12,1,3.75,1.815338686
cashew,10,10,1,2.6,1.837873167
cashier,10,10,1,4.3,1.82878223
cashmere,11,11,1,3.181818182,1.887759615
casing,10,10,1,2.8,1.619327707
casino,11,11,1,3.181818182,1.401298099
casket,11,11,1,3.181818182,1.721521526
casserole,11,11,1,2.454545455,1.572490786
cassette,10,10,1,3.1,1.728840331
cast,10,10,1,3.2,1.229272594
castaway,9,9,1,4.111111111,1.691481928
caste,10,11,0.909090909,2.4,1.349897115
castle,10,10,1,3.8,2.097617696
castrate,12,13,0.923076923,4,1.906925178
casual,10,10,1,3.8,2.485513584
casualty,10,10,1,3.3,1.946506843
cat,10,10,1,5.3,1.418136492
catacomb,11,11,1,3.909090909,1.868397466
catalog,10,10,1,3.1,1.449137675
catalyst,10,10,1,2.5,1.957890021
catapult,11,11,1,4,2
catastrophe,10,10,1,3.4,1.712697677
catastrophic,10,10,1,3.7,2.359378449
catatonic,11,12,0.916666667,3.636363636,1.963299634
catch,10,10,1,4.8,2.394437999
catcher,12,12,1,4,1.59544807
catching,10,10,1,3.7,1.766981104
catchy,10,10,1,4.9,0.994428926
categorical,11,11,1,2.363636364,1.747725795
categorize,10,10,1,2.9,1.370320319
category,10,10,1,2.3,1.33749351
caterpillar,10,10,1,3.6,2.011080417
catfish,12,12,1,2.666666667,1.556997888
cathedral,11,11,1,4.545454545,2.114882331
catheter,10,10,1,2.1,1.595131482
catsup,14,16,0.875,2.5,1.786703023
cattle,10,10,1,3.4,1.429840706
catwalk,11,11,1,3.818181818,1.940009372
caught,11,11,1,4.090909091,1.700267359
cauldron,10,11,0.909090909,3.7,2.002775851
cauliflower,11,11,1,4.363636364,2.377928816
caulk,12,14,0.857142857,4.25,1.484771179
causality,11,11,1,2.363636364,1.120064933
causation,10,11,0.909090909,2.8,1.751190072
causative,10,11,0.909090909,3.1,1.852925615
cause,11,11,1,2.909090909,1.921173884
caution,12,12,1,3.333333333,0.887625365
cautious,10,10,1,2.8,1.751190072
cavalry,10,10,1,3.2,2.043961296
cave,10,10,1,4.8,2.1499354
cavern,12,12,1,3.333333333,2.14617348
caviar,11,11,1,3.727272727,1.737291518
caving,10,10,1,3.7,1.567021236
cavity,10,10,1,3.5,1.957890021
caw,11,12,0.916666667,5.727272727,1.420627262
cease,11,12,0.916666667,3.727272727,1.793929156
cedar,10,10,1,2.6,2.065591118
ceiling,10,10,1,2.6,1.776388346
celebrate,12,12,1,3.5,2.110579412
celebration,13,13,1,4.846153846,2.034951017
celebrity,10,10,1,3.6,2.319003617
celery,10,10,1,3.6,2.118699811
celestial,11,11,1,3.727272727,1.848832555
celibate,11,12,0.916666667,2.545454545,1.507556723
cell,11,11,1,4.272727273,1.737291518
cellar,11,11,1,3.090909091,1.700267359
cellist,12,12,1,3.666666667,1.922750555
cello,14,14,1,2.928571429,2.092634913
cellulite,11,11,1,2.818181818,2.182575626
cement,10,10,1,3.9,1.286683938
cemetery,10,10,1,3.6,1.577621275
censor,10,10,1,3.4,1.776388346
censorship,11,11,1,4.272727273,2.101947149
censure,10,10,1,2.1,1.523883927
census,10,10,1,3.1,1.791957341
cent,10,10,1,3.4,1.646545205
center,10,10,1,3,1.414213562
centered,10,10,1,3.8,1.751190072
centering,10,10,1,4.2,1.475729575
centimeter,10,10,1,2.6,1.349897115
centipede,10,10,1,3.3,1.636391694
central,10,10,1,3.9,1.91195072
centre,10,11,0.909090909,3.2,1.475729575
century,13,13,1,3.307692308,2.323238235
ceramic,15,17,0.882352941,4.2,1.207121724
ceramics,11,11,1,3.454545455,1.916436086
cereal,10,10,1,3.6,2.170509413
cerebellum,10,10,1,1.5,0.971825316
cerebral,11,11,1,3.818181818,2.358736179
ceremony,10,10,1,2.4,2.011080417
certain,10,10,1,2.9,1.595131482
certainly,11,11,1,3.090909091,2.071450963
certainty,10,10,1,2.8,1.549193338
certificate,10,10,1,2.8,1.988857852
certify,10,10,1,2.3,1.159501809
cervix,10,11,0.909090909,3.9,2.131770261
cha-cha,10,10,1,5.9,1.449137675
chain,11,11,1,2.818181818,1.470930441
chair,11,11,1,2.818181818,2.358736179
chairman,10,10,1,4.1,1.449137675
chairwoman,11,11,1,3.636363636,1.911686547
chalet,13,13,1,3.307692308,1.548365557
chalice,10,10,1,3.6,2.221110833
chalk,11,11,1,5,1.673320053
chalky,10,10,1,4.7,0.948683298
challenge,10,10,1,3.1,1.370320319
challenger,11,11,1,4.363636364,2.110579412
challenging,10,10,1,3.8,1.813529401
chamber,10,10,1,3.4,1.95505044
chameleon,11,11,1,2.909090909,2.071450963
chamomile,12,13,0.923076923,2.916666667,1.880924982
champ,10,10,1,3.5,2.013840996
champagne,16,16,1,3.625,1.74642492
champion,10,10,1,3.6,1.505545305
championship,10,10,1,4.4,1.577621275
chance,12,12,1,2.583333333,1.378954369
chancellor,10,10,1,2.3,1.946506843
chandelier,11,11,1,3.636363636,1.689540013
change,11,11,1,3.272727273,1.489356176
changeable,10,10,1,3.9,2.643650675
changeless,10,10,1,3.2,2.250925735
channel,9,9,1,2.222222222,1.092906421
chant,11,11,1,5,1.788854382
chaos,11,11,1,4.363636364,2.110579412
chaotic,10,10,1,5.6,1.349897115
chap,12,13,0.923076923,3.833333333,2.037526724
chapel,10,10,1,3.8,2.201009869
chaperone,13,13,1,3,1.825741858
chaplain,11,11,1,2.727272727,1.190874392
chaps,10,12,0.833333333,4.2,2.097617696
chapter,10,10,1,3.8,1.87379591
char,10,11,0.909090909,3.6,2.221110833
character,10,10,1,2.7,1.251665557
characteristic,10,10,1,4.3,2.540778533
characterization,11,12,0.916666667,3.090909091,1.921173884
characterize,10,10,1,2.7,1.418136492
charade,10,10,1,3.2,1.398411798
charcoal,10,10,1,2.7,1.418136492
Chardonnay,10,11,0.909090909,3,2.449489743
charge,11,11,1,4,1.897366596
charger,11,11,1,4.636363636,1.689540013
chariot,18,18,1,3.666666667,1.748949264
charisma,10,10,1,3.7,1.636391694
charismatic,14,14,1,2.857142857,1.460091823
charitable,10,10,1,3.4,1.505545305
charity,10,10,1,2.6,1.776388346
charlatan,10,11,0.909090909,2.5,1.779513042
charm,10,10,1,4.8,2.043961296
charming,10,10,1,4,2.108185107
chart,10,10,1,4.1,1.449137675
charter,11,11,1,2.090909091,1.921173884
chase,11,11,1,3.272727273,2.412090757
chaser,11,12,0.916666667,4.454545455,2.018099916
chasing,9,9,1,4.333333333,2.121320344
chassis,15,17,0.882352941,3.8,1.971221521
chastise,10,11,0.909090909,4.2,1.988857852
chastity,11,11,1,3.272727273,1.555050423
chat,10,10,1,4.4,2.221110833
chatter,17,18,0.944444444,5.411764706,1.583462327
chatterbox,14,14,1,4.785714286,1.4769288
chatty,10,10,1,5.5,1.509230856
chauffeur,10,10,1,1.8,1.619327707
cheap,12,12,1,2.833333333,1.585922922
cheapen,10,11,0.909090909,4.6,2.011080417
cheapskate,10,10,1,3.1,1.370320319
cheat,10,10,1,4,1.885618083
cheater,13,13,1,3.846153846,1.519109051
check,11,11,1,4.181818182,1.778661397
checkbook,10,10,1,3.3,1.946506843
checked,10,10,1,4.1,1.852925615
checker,10,10,1,3,1.632993162
checklist,13,13,1,4.461538462,1.983909634
checkmate,10,10,1,3.4,2.412928143
checkout,12,12,1,3.5,1.977142106
checkpoint,11,11,1,4.090909091,2.211539982
checkup,10,10,1,4.2,2.043961296
cheddar,10,10,1,3.5,2.273030283
cheek,10,10,1,4,1.56347192
cheekbone,10,10,1,3.6,2.366431913
cheeky,10,10,1,5.4,1.646545205
cheep,10,11,0.909090909,4.9,2.024845673
cheer,11,11,1,5.272727273,1.61807967
cheerful,10,10,1,5.1,1.791957341
cheerio,12,12,1,3.416666667,2.274696117
cheery,12,12,1,4.833333333,1.193416283
cheese,13,13,1,3.846153846,2.409915415
cheesecake,11,11,1,5,2.049390153
cheesy,10,10,1,6,1.56347192
cheetah,10,10,1,3.5,1.354006401
chef,10,10,1,2.5,1.840893503
chemical,10,10,1,4.1,1.197219
chemist,10,10,1,3.2,1.398411798
chemistry,11,11,1,4.909090909,1.972538743
chemo,10,10,1,3.7,1.946506843
cherish,10,10,1,2.5,1.269295518
cherry,12,12,1,3.75,2.094364733
cherub,12,14,0.857142857,3.333333333,1.922750555
chess,10,10,1,3.5,1.58113883
chessboard,11,12,0.916666667,3.818181818,2.358736179
chest,13,13,1,3.615384615,1.980675875
chestnut,10,10,1,4.7,1.636391694
chew,10,10,1,4.8,2.394437999
chewy,10,10,1,5.2,1.619327707
chic,11,11,1,4.545454545,2.161649202
chick,10,10,1,4,1.763834207
chickadee,11,12,0.916666667,4.363636364,1.963299634
chicken,10,10,1,4.7,2.263232693
chief,10,10,1,4.5,2.121320344
child,10,10,1,4.6,2.458545189
childbirth,13,13,1,4.307692308,2.657837949
childhood,10,10,1,4,2.449489743
childish,10,10,1,4.7,0.948683298
childlike,13,13,1,4.461538462,1.560736184
children,10,10,1,3.2,2.347575582
chili,10,10,1,4,1.943650632
chill,10,10,1,4.5,1.779513042
chilling,10,10,1,5,1.699673171
chilly,10,10,1,5.3,2.213594362
chime,10,10,1,6.2,1.316561177
chimney,10,10,1,3.4,2.319003617
chimp,11,12,0.916666667,3.909090909,2.165850662
chimpanzee,10,10,1,2.8,2.097617696
chin,10,10,1,3.6,1.95505044
china,10,10,1,3,2.211083194
chinchilla,10,10,1,3.6,1.837873167
Chinese,10,10,1,2.6,1.577621275
chink,10,12,0.833333333,5.3,1.766981104
chip,10,10,1,5.2,2.347575582
chipmunk,11,11,1,4,1.549193338
chipper,10,10,1,4,1.632993162
chiropractor,10,10,1,3.7,2.406010991
chirp,11,11,1,6.454545455,0.820199532
chirrup,10,11,0.909090909,4.6,1.95505044
chisel,10,11,0.909090909,4.9,1.91195072
chitchat,10,10,1,5.7,1.82878223
chivalry,10,10,1,2.7,1.702938637
chive,10,11,0.909090909,2.7,2.057506582
chlorine,10,10,1,2.2,1.813529401
chloroform,10,11,0.909090909,2.6,1.646545205
chocolate,11,11,1,2.454545455,1.752919642
choice,13,13,1,2.769230769,1.640825308
choir,10,10,1,2.9,1.286683938
choke,10,10,1,4.3,1.82878223
choking,10,10,1,6.2,1.032795559
cholera,12,13,0.923076923,3.166666667,2.037526724
cholesterol,10,10,1,3.2,2.043961296
chomp,11,11,1,6.090909091,1.445997611
choo-choo,11,11,1,6,1.949358869
choose,10,10,1,2.7,2.057506582
choosy,10,10,1,4.3,1.766981104
chop,10,10,1,5.5,1.957890021
chopped,10,10,1,5.7,1.494434118
chopper,10,10,1,6.6,0.516397779
choppy,10,10,1,5.7,1.159501809
chopstick,11,11,1,5.272727273,1.848832555
chord,10,10,1,3.3,1.636391694
chore,11,11,1,4.181818182,1.721521526
choreograph,10,10,1,3.1,1.663329993
chortle,11,12,0.916666667,5.818181818,1.53741223
chorus,10,10,1,3.5,2.321398046
chose,13,13,1,2.846153846,1.772293892
chosen,10,10,1,3.8,1.932183566
chowder,13,14,0.928571429,3.615384615,1.609268029
christen,11,11,1,3,1.732050808
christening,10,11,0.909090909,3.7,1.636391694
Christmas,10,10,1,4.5,2.718251072
chrome,13,13,1,3.307692308,2.056883378
chromium,10,12,0.833333333,2,1.247219129
chromosome,11,11,1,3.818181818,2.482667187
chronic,12,12,1,4.333333333,1.775250729
chronicle,10,10,1,3.5,2.013840996
chrysanthemum,11,12,0.916666667,2.545454545,1.634847783
chubby,10,10,1,5.4,1.837873167
chuck,11,11,1,5.090909091,1.758098146
chuckle,10,10,1,5,2.309401077
chug,10,10,1,5.8,1.87379591
chum,12,12,1,4.666666667,2.015094554
chump,11,11,1,5.181818182,1.401298099
chunk,10,10,1,5.3,1.059349905
chunky,10,10,1,5.8,0.918936583
church,12,12,1,4,1.53741223
churn,11,11,1,4.909090909,1.700267359
churning,11,12,0.916666667,5.272727273,1.737291518
chute,10,10,1,4.8,2.394437999
cider,10,10,1,3.7,2.162817093
cigar,10,10,1,2.7,2.057506582
cigarette,11,11,1,4,2.366431913
cinch,10,12,0.833333333,4.2,2.250925735
cinder,11,11,1,4.363636364,1.747725795
cinema,11,11,1,3.272727273,1.420627262
cinnamon,18,18,1,3,1.84709629
cipher,11,11,1,4.363636364,2.335496832
circle,11,11,1,3.272727273,2.101947149
circuit,11,11,1,3.727272727,1.737291518
circular,10,10,1,5.2,1.398411798
circulate,12,12,1,4.75,1.658312395
circumcise,11,11,1,3.454545455,2.067057637
circumference,11,11,1,3.545454545,1.752919642
circumscribe,10,11,0.909090909,2.7,2.002775851
circumspect,11,11,1,3.636363636,1.858640755
circumstance,10,10,1,2.5,1.840893503
circumstanced,10,10,1,2.1,0.994428926
circumstantial,11,11,1,3.545454545,2.018099916
circus,12,12,1,3.75,1.815338686
cirque,10,10,1,3.2,1.932183566
citadel,12,14,0.857142857,3.75,1.912875038
citation,11,11,1,2.727272727,1.103712743
cite,11,12,0.916666667,2.909090909,1.640399065
citizen,13,13,1,3.307692308,1.702185624
citizenship,10,10,1,4,2.538591035
citrus,10,10,1,3.8,1.686548085
city,11,11,1,2.727272727,2.053821272
civic,10,10,1,3.5,2.121320344
civics,10,10,1,3,1.56347192
civil,12,12,1,3.333333333,1.66969422
civilian,10,10,1,3.4,2.319003617
civility,10,10,1,3.1,1.969207398
civilized,10,10,1,3.7,1.888562063
civilly,15,17,0.882352941,3.266666667,1.980860804
clack,12,13,0.923076923,6.083333333,1.831955405
clad,14,17,0.823529412,3.714285714,1.589802669
claim,10,10,1,3.9,1.791957341
clairvoyance,11,13,0.846153846,4.272727273,2.327698825
clam,11,11,1,4.363636364,2.062654953
clammy,10,10,1,5.6,0.966091783
clamor,10,11,0.909090909,4.1,2.131770261
clamp,12,12,1,5.916666667,0.99620492
clan,10,10,1,5,1.247219129
clandestine,10,12,0.833333333,3.2,1.751190072
clang,10,10,1,5.4,2.011080417
clanging,10,10,1,5.5,1.433720878
clangor,10,12,0.833333333,2.9,2.131770261
clank,11,11,1,6.363636364,1.206045378
clap,10,10,1,6.1,1.595131482
clapper,11,11,1,5.454545455,1.634847783
clarify,10,10,1,3.8,1.475729575
clarinet,11,11,1,2.181818182,1.07871978
clarity,10,10,1,3.8,1.988857852
clash,10,10,1,5.3,2.002775851
clasp,10,10,1,5.3,1.159501809
clasping,11,11,1,4.909090909,1.513574937
class,11,11,1,3,2.097617696
classic,11,11,1,4.090909091,1.640399065
classical,10,10,1,4.3,2.584139659
classify,10,10,1,4.5,1.58113883
classism,10,10,1,3.5,2.223610677
classless,11,11,1,2.909090909,1.700267359
classmate,12,12,1,3.5,1.977142106
classroom,10,10,1,3.4,2.319003617
classy,10,10,1,4.5,1.957890021
clatter,11,11,1,5.454545455,2.018099916
clause,11,11,1,1.818181818,0.873862898
claustrophobia,11,11,1,4.363636364,2.062654953
claustrophobic,10,10,1,4,2.160246899
claw,10,10,1,5.5,0.849836586
clawed,10,10,1,5,1.56347192
clay,10,10,1,3.5,2.013840996
clean,12,12,1,3.583333333,2.020725942
cleaner,12,12,1,3.166666667,2.367712104
cleanly,11,11,1,4.727272727,1.737291518
cleanse,10,10,1,4.9,2.233582076
cleanser,10,10,1,5.2,1.135292424
clear,10,11,0.909090909,4,1.490711985
clearance,10,10,1,3,1.885618083
clearing,10,10,1,4.2,1.932183566
clearly,10,10,1,4.7,2.110818693
cleat,13,13,1,3.076923077,1.754116039
cleavage,11,11,1,4,1.61245155
cleave,14,15,0.933333333,4.214285714,2.006856379
cleaver,10,11,0.909090909,4.3,2.002775851
cleavers,11,11,1,3.818181818,1.53741223
cleft,10,10,1,3.1,0.875595036
clemency,14,16,0.875,3.071428571,1.685425567
clench,10,10,1,5.7,1.251665557
clergy,10,10,1,2.6,0.966091783
clerk,10,10,1,3.6,2.221110833
clever,10,10,1,4,1.699673171
click,10,10,1,6.7,0.674948558
client,10,10,1,3.3,1.418136492
cliff,10,10,1,4.3,2.213594362
climate,10,10,1,3.9,2.131770261
climax,10,10,1,4,1.632993162
climb,10,10,1,4.3,2.057506582
climber,12,12,1,4.416666667,1.781640375
clinch,10,10,1,5.4,1.264911064
cling,10,10,1,5.3,1.251665557
clingy,10,10,1,4.7,1.33749351
clinic,10,10,1,2.6,2.011080417
clinical,14,14,1,3.928571429,1.979288361
clink,11,11,1,5.909090909,1.758098146
clinker,10,10,1,5.3,1.636391694
clip,10,10,1,4.7,1.636391694
clip-clop,10,10,1,6,1.490711985
clipboard,10,10,1,4.1,2.024845673
clipped,10,10,1,4.6,2.170509413
clipper,11,11,1,4.363636364,1.911686547
clipping,10,10,1,5.3,1.494434118
clique,10,11,0.909090909,4.6,2.170509413
clitoris,11,11,1,3.363636364,1.80403588
cloak,10,10,1,3.7,1.567021236
clobber,10,10,1,5.6,1.776388346
clock,10,10,1,4.1,2.514402955
clockwork,10,10,1,4.9,1.663329993
clod,13,15,0.866666667,5,0.816496581
clog,10,10,1,5,1.632993162
cloister,10,11,0.909090909,3.7,1.702938637
clomp,10,11,0.909090909,6.4,1.264911064
clone,11,11,1,4.545454545,2.46429042
clonk,10,12,0.833333333,5.4,2.170509413
clop,11,12,0.916666667,4.727272727,2.195035721
close,10,10,1,3.9,2.233582076
closed,10,10,1,4.1,2.131770261
closer,11,11,1,4.090909091,1.445997611
closet,10,10,1,2.7,1.494434118
closure,10,10,1,4.2,1.686548085
clot,10,10,1,4,1.699673171
cloth,11,11,1,4.181818182,2.136266922
clothes,11,11,1,3,1.949358869
clothing,10,10,1,4.4,2.270584849
cloud,10,10,1,5,2.260776661
clouded,12,12,1,4.416666667,1.880924982
cloudy,11,11,1,5,2
clout,11,12,0.916666667,3.545454545,1.634847783
clove,14,14,1,3.428571429,1.342459609
clover,10,10,1,3.4,2.065591118
clown,11,11,1,3.545454545,1.809068067
club,10,10,1,4.3,2.002775851
clubhouse,11,11,1,3.818181818,2.088931871
cluck,11,11,1,5.454545455,1.694912173
clue,12,12,1,2.25,1.356801051
clueless,10,10,1,4.3,2.002775851
clump,10,10,1,4.7,2.110818693
clumsy,11,11,1,4.818181818,1.53741223
clunk,10,10,1,6.8,0.421637021
clunker,13,13,1,5.230769231,1.739436985
cluster,10,10,1,5.1,1.728840331
clutch,13,13,1,4.923076923,1.656378503
clutter,10,10,1,4.9,1.969207398
coach,12,12,1,3.083333333,1.443375673
coagulate,12,14,0.857142857,4.583333333,1.443375673
coal,10,10,1,3.3,2.057506582
coarse,11,11,1,5.363636364,1.566698904
coarsen,9,11,0.818181818,3.111111111,1.615893286
coast,12,12,1,4.416666667,1.311372171
coastal,10,10,1,3.4,1.897366596
coaster,10,10,1,3.1,1.791957341
coastline,12,12,1,4.583333333,2.314316445
coat,11,11,1,3,1.483239697
coated,15,15,1,3.8,1.934646516
coating,9,9,1,3.111111111,1.96497102
coax,10,10,1,3.2,1.988857852
cob,11,11,1,4.454545455,2.018099916
cobalt,10,11,0.909090909,2.6,2.221110833
cobbler,10,10,1,3.1,1.663329993
cobblestone,10,10,1,4.3,2.002775851
cobra,12,12,1,3.916666667,2.108783938
cobweb,10,10,1,3.4,2.75680975
cocaine,11,11,1,3.727272727,2.37027041
cock,10,10,1,3.1,1.523883927
cock-a-doodle-doo,10,10,1,6.2,1.932183566
cockatiel,10,11,0.909090909,2.9,1.969207398
cockatoo,11,12,0.916666667,5,2.144761059
cockfight,10,10,1,4.8,2.347575582
cockpit,11,12,0.916666667,3.363636364,2.110579412
cockroach,10,10,1,3.8,1.751190072
cocktail,10,10,1,3.6,2.221110833
cocky,10,10,1,4.7,1.702938637
cocoa,10,10,1,3.5,2.173067468
coconut,10,10,1,3.6,2.011080417
cocoon,10,10,1,3.3,2.496664441
cod,10,10,1,2.8,1.751190072
coddle,11,11,1,3.454545455,2.161649202
code,12,12,1,3.5,1.678744119
codeine,11,12,0.916666667,2.636363636,0.924416278
coding,10,10,1,2.7,1.888562063
coed,10,10,1,3.2,1.932183566
coerce,10,11,0.909090909,2.8,1.932183566
coercion,10,11,0.909090909,3.7,2.311805451
coercive,11,12,0.916666667,3.181818182,1.167748416
coffee,10,10,1,4.6,2.118699811
coffin,10,10,1,2.8,2.440400696
cog,10,10,1,4.3,2.057506582
cognac,12,12,1,2.833333333,1.585922922
